datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2012-09-16 09:00:00,3,0,0,1,23.78,27.275,60,8.9981,296
2012-09-16 10:00:00,3,0,0,1,25.42,31.06,50,7.0015,490
2012-09-16 11:00:00,3,0,0,1,26.24,31.06,47,11.0014,559
2012-09-16 12:00:00,3,0,0,1,27.06,31.06,44,11.0014,656
2012-09-16 13:00:00,3,0,0,1,26.24,31.06,41,11.0014,694
2012-09-16 14:00:00,3,0,0,1,27.06,31.06,39,8.9981,635
2012-09-16 15:00:00,3,0,0,1,26.24,31.06,41,11.0014,557
2012-09-16 16:00:00,3,0,0,1,26.24,31.06,44,11.0014,596
2012-09-16 17:00:00,3,0,0,1,27.06,31.06,41,0.0,570
2012-09-16 18:00:00,3,0,0,1,25.42,31.06,50,11.0014,481
2012-09-16 19:00:00,3,0,0,1,25.42,31.06,50,8.9981,403
2012-09-16 20:00:00,3,0,0,1,24.6,31.06,53,7.0015,324
2012-09-16 21:00:00,3,0,0,1,24.6,31.06,56,7.0015,191
2012-09-16 22:00:00,3,0,0,1,22.96,26.515,68,6.0032,127
2012-09-16 23:00:00,3,0,0,1,22.14,25.76,68,7.0015,94
2012-09-17 00:00:00,3,0,1,1,22.14,25.76,68,11.0014,45
2012-09-17 01:00:00,3,0,1,1,21.32,25.0,72,6.0032,21
2012-09-17 02:00:00,3,0,1,1,21.32,25.0,72,0.0,13
2012-09-17 03:00:00,3,0,1,1,20.5,24.24,77,6.0032,7
2012-09-17 04:00:00,3,0,1,1,20.5,24.24,77,0.0,11
2012-09-17 05:00:00,3,0,1,1,19.68,23.485,82,6.0032,45
2012-09-17 06:00:00,3,0,1,1,19.68,23.485,82,0.0,164
2012-09-17 07:00:00,3,0,1,1,21.32,25.0,77,0.0,492
2012-09-17 08:00:00,3,0,1,1,22.14,25.76,77,6.0032,683
2012-09-17 09:00:00,3,0,1,1,23.78,27.275,68,8.9981,299
2012-09-17 10:00:00,3,0,1,2,25.42,30.305,65,12.998,202
2012-09-17 11:00:00,3,0,1,2,25.42,30.305,69,15.0013,252
2012-09-17 12:00:00,3,0,1,2,25.42,30.305,69,12.998,295
2012-09-17 13:00:00,3,0,1,1,26.24,30.305,65,16.9979,343
2012-09-17 14:00:00,3,0,1,2,26.24,30.305,65,16.9979,332
2012-09-17 15:00:00,3,0,1,2,26.24,30.305,65,16.9979,338
2012-09-17 16:00:00,3,0,1,2,26.24,30.305,69,16.9979,453
2012-09-17 17:00:00,3,0,1,2,26.24,30.305,65,15.0013,842
2012-09-17 18:00:00,3,0,1,2,25.42,29.545,73,11.0014,774
2012-09-17 19:00:00,3,0,1,2,25.42,29.545,73,7.0015,486
2012-09-17 20:00:00,3,0,1,2,25.42,29.545,73,8.9981,340
2012-09-17 21:00:00,3,0,1,3,25.42,28.79,83,15.0013,233
2012-09-17 22:00:00,3,0,1,3,25.42,28.79,83,16.9979,129
2012-09-17 23:00:00,3,0,1,3,24.6,25.76,94,16.9979,70
2012-09-18 00:00:00,3,0,1,3,24.6,25.76,94,16.9979,13
2012-09-18 01:00:00,3,0,1,3,24.6,25.76,94,12.998,5
2012-09-18 02:00:00,3,0,1,3,24.6,25.76,94,12.998,4
2012-09-18 03:00:00,3,0,1,2,25.42,27.275,94,19.0012,6
2012-09-18 04:00:00,3,0,1,2,25.42,27.275,94,23.9994,7
2012-09-18 05:00:00,3,0,1,2,26.24,28.79,89,22.0028,48
2012-09-18 06:00:00,3,0,1,2,26.24,28.79,89,22.0028,167
2012-09-18 07:00:00,3,0,1,2,26.24,28.79,89,30.0026,356
2012-09-18 08:00:00,3,0,1,2,27.06,30.305,83,36.9974,672
2012-09-18 09:00:00,3,0,1,2,27.06,30.305,83,39.0007,293
2012-09-18 10:00:00,3,0,1,3,27.88,31.82,79,43.0006,160
2012-09-18 11:00:00,3,0,1,2,27.88,31.82,79,43.0006,151
2012-09-18 12:00:00,3,0,1,3,27.88,31.82,83,30.0026,88
2012-09-18 13:00:00,3,0,1,2,28.7,33.335,74,39.0007,114
2012-09-18 14:00:00,3,0,1,3,24.6,25.76,94,31.0009,143
2012-09-18 15:00:00,3,0,1,3,24.6,27.275,88,16.9979,36
2012-09-18 16:00:00,3,0,1,3,24.6,27.275,88,19.9995,141
2012-09-18 17:00:00,3,0,1,3,24.6,27.275,88,12.998,338
2012-09-18 18:00:00,3,0,1,2,24.6,27.275,88,11.0014,281
2012-09-18 19:00:00,3,0,1,2,24.6,27.275,88,19.9995,324
2012-09-18 20:00:00,3,0,1,2,24.6,27.275,88,12.998,290
2012-09-18 21:00:00,3,0,1,2,24.6,27.275,88,12.998,207
2012-09-18 22:00:00,3,0,1,3,23.78,27.275,83,31.0009,151
2012-09-18 23:00:00,3,0,1,2,22.96,26.515,83,15.0013,78
2012-09-19 00:00:00,3,0,1,2,22.96,26.515,68,19.0012,26
2012-09-19 01:00:00,3,0,1,2,22.14,25.76,68,16.9979,12
2012-09-19 02:00:00,3,0,1,2,22.14,25.76,64,22.0028,3
2012-09-19 03:00:00,3,0,1,2,21.32,25.0,63,16.9979,5
2012-09-19 04:00:00,3,0,1,2,21.32,25.0,68,23.9994,10
2012-09-19 05:00:00,3,0,1,2,21.32,25.0,68,19.0012,56
2012-09-19 06:00:00,3,0,1,1,21.32,25.0,63,16.9979,172
2012-09-19 07:00:00,3,0,1,1,21.32,25.0,63,15.0013,545
2012-09-19 08:00:00,3,0,1,1,21.32,25.0,59,15.0013,797
2012-09-19 09:00:00,3,0,1,1,22.14,25.76,60,16.9979,362
2012-09-19 10:00:00,3,0,1,1,22.96,26.515,52,12.998,192
2012-09-19 11:00:00,3,0,1,1,24.6,31.06,43,16.9979,247
2012-09-19 12:00:00,3,0,1,1,24.6,31.06,43,16.9979,313
2012-09-19 13:00:00,3,0,1,1,24.6,31.06,40,16.9979,289
2012-09-19 14:00:00,3,0,1,1,25.42,31.06,38,16.9979,286
2012-09-19 15:00:00,3,0,1,1,25.42,31.06,35,0.0,311
2012-09-19 16:00:00,3,0,1,1,25.42,31.06,35,0.0,466
2012-09-19 17:00:00,3,0,1,1,24.6,31.06,38,15.0013,886
2012-09-19 18:00:00,3,0,1,1,23.78,27.275,40,19.0012,892
2012-09-19 19:00:00,3,0,1,1,22.96,26.515,43,15.0013,611
2012-09-19 20:00:00,3,0,1,1,21.32,25.0,48,11.0014,409
2012-09-19 21:00:00,3,0,1,1,20.5,24.24,59,11.0014,349
2012-09-19 22:00:00,3,0,1,1,20.5,24.24,63,6.0032,229
2012-09-19 23:00:00,3,0,1,1,19.68,23.485,67,6.0032,123
2012-09-20 00:00:00,3,0,1,1,20.5,24.24,63,0.0,58
2012-09-20 01:00:00,3,0,1,1,18.86,22.725,72,7.0015,18
2012-09-20 02:00:00,3,0,1,1,18.86,22.725,72,6.0032,11
2012-09-20 03:00:00,3,0,1,1,18.04,21.97,77,0.0,6
2012-09-20 04:00:00,3,0,1,1,18.04,21.97,77,7.0015,6
2012-09-20 05:00:00,3,0,1,1,18.04,21.97,77,7.0015,56
2012-09-20 06:00:00,3,0,1,1,18.04,21.97,77,0.0,170
2012-09-20 07:00:00,3,0,1,1,18.86,22.725,82,7.0015,534
2012-09-20 08:00:00,3,0,1,1,20.5,24.24,68,6.0032,790
2012-09-20 09:00:00,3,0,1,1,22.96,26.515,60,6.0032,355
2012-09-20 10:00:00,3,0,1,1,23.78,27.275,53,6.0032,190
2012-09-20 11:00:00,3,0,1,1,25.42,31.06,43,0.0,243
2012-09-20 12:00:00,3,0,1,1,25.42,31.06,43,8.9981,290
2012-09-20 13:00:00,3,0,1,1,26.24,31.06,44,8.9981,336
2012-09-20 14:00:00,3,0,1,1,26.24,31.06,47,12.998,298
2012-09-20 15:00:00,3,0,1,1,27.06,31.06,47,12.998,291
2012-09-20 16:00:00,3,0,1,1,26.24,31.06,47,11.0014,457
2012-09-20 17:00:00,3,0,1,1,26.24,31.06,50,15.0013,976
2012-09-20 18:00:00,3,0,1,1,24.6,31.06,56,16.9979,900
2012-09-20 19:00:00,3,0,1,1,23.78,27.275,60,15.0013,603
2012-09-20 20:00:00,3,0,1,1,22.96,26.515,64,8.9981,417
2012-09-20 21:00:00,3,0,1,1,22.96,26.515,64,12.998,274
2012-09-20 22:00:00,3,0,1,1,22.14,25.76,73,7.0015,287
2012-09-20 23:00:00,3,0,1,1,22.14,25.76,68,7.0015,154
2012-09-21 00:00:00,3,0,1,1,22.14,25.76,68,0.0,66
2012-09-21 01:00:00,3,0,1,1,21.32,25.0,72,0.0,49
2012-09-21 02:00:00,3,0,1,1,21.32,25.0,72,0.0,14
2012-09-21 03:00:00,3,0,1,1,20.5,24.24,77,6.0032,12
2012-09-21 04:00:00,3,0,1,1,20.5,24.24,77,0.0,10
2012-09-21 05:00:00,3,0,1,1,20.5,24.24,82,0.0,49
2012-09-21 06:00:00,3,0,1,1,20.5,24.24,77,6.0032,165
2012-09-21 07:00:00,3,0,1,1,21.32,25.0,77,0.0,503
2012-09-21 08:00:00,3,0,1,1,22.14,25.76,73,8.9981,757
2012-09-21 09:00:00,3,0,1,1,23.78,27.275,68,8.9981,383
2012-09-21 10:00:00,3,0,1,1,25.42,30.305,61,15.0013,225
2012-09-21 11:00:00,3,0,1,1,27.06,31.06,57,15.0013,321
2012-09-21 12:00:00,3,0,1,1,27.88,31.82,57,11.0014,389
2012-09-21 13:00:00,3,0,1,1,28.7,32.575,54,11.0014,421
2012-09-21 14:00:00,3,0,1,1,28.7,32.575,54,19.9995,412
2012-09-21 15:00:00,3,0,1,1,28.7,32.575,54,15.0013,423
2012-09-21 16:00:00,3,0,1,1,28.7,32.575,54,12.998,567
2012-09-21 17:00:00,3,0,1,1,27.88,31.82,57,19.0012,846
2012-09-21 18:00:00,3,0,1,1,27.06,31.06,61,16.9979,805
2012-09-21 19:00:00,3,0,1,1,26.24,30.305,65,16.9979,588
2012-09-21 20:00:00,3,0,1,1,25.42,30.305,69,12.998,369
2012-09-21 21:00:00,3,0,1,1,24.6,29.545,73,16.9979,312
2012-09-21 22:00:00,3,0,1,1,24.6,29.545,73,12.998,295
2012-09-21 23:00:00,3,0,1,1,24.6,29.545,73,22.0028,186
2012-09-22 00:00:00,3,0,0,1,24.6,29.545,73,19.0012,172
2012-09-22 01:00:00,3,0,0,1,23.78,27.275,83,19.9995,124
2012-09-22 02:00:00,3,0,0,1,22.96,26.515,88,16.9979,83
2012-09-22 03:00:00,3,0,0,1,22.96,26.515,83,19.0012,45
2012-09-22 04:00:00,3,0,0,1,22.96,26.515,83,19.0012,15
2012-09-22 05:00:00,3,0,0,1,22.96,26.515,83,22.0028,17
2012-09-22 06:00:00,3,0,0,1,22.96,26.515,83,19.9995,41
2012-09-22 07:00:00,3,0,0,1,23.78,27.275,78,16.9979,77
2012-09-22 08:00:00,3,0,0,1,24.6,29.545,73,19.9995,218
2012-09-22 09:00:00,3,0,0,1,26.24,30.305,69,16.9979,377
2012-09-22 10:00:00,3,0,0,1,27.06,31.06,65,22.0028,474
2012-09-22 11:00:00,3,0,0,1,28.7,32.575,58,19.0012,626
2012-09-22 12:00:00,3,0,0,1,29.52,33.335,54,19.9995,688
2012-09-22 13:00:00,3,0,0,1,30.34,33.335,51,23.9994,707
2012-09-22 14:00:00,3,0,0,1,31.16,34.09,48,19.0012,654
2012-09-22 15:00:00,3,0,0,1,30.34,33.335,48,26.0027,750
2012-09-22 16:00:00,3,0,0,1,30.34,33.335,51,22.0028,680
2012-09-22 17:00:00,3,0,0,1,30.34,33.335,51,22.0028,646
2012-09-22 18:00:00,3,0,0,1,29.52,33.335,54,19.0012,598
2012-09-22 19:00:00,3,0,0,1,28.7,32.575,58,12.998,407
2012-09-22 20:00:00,3,0,0,1,28.7,32.575,54,16.9979,325
2012-09-22 21:00:00,3,0,0,1,26.24,31.06,57,16.9979,261
2012-09-22 22:00:00,3,0,0,1,25.42,31.06,57,12.998,239
2012-09-22 23:00:00,3,0,0,1,25.42,31.06,50,12.998,171
2012-09-23 00:00:00,4,0,0,1,25.42,31.06,38,16.9979,180
2012-09-23 01:00:00,4,0,0,1,22.14,25.76,52,23.9994,142
2012-09-23 02:00:00,4,0,0,1,21.32,25.0,48,16.9979,95
2012-09-23 03:00:00,4,0,0,1,19.68,23.485,55,19.9995,54
2012-09-23 04:00:00,4,0,0,1,18.86,22.725,55,15.0013,10
2012-09-23 05:00:00,4,0,0,1,18.86,22.725,59,16.9979,6
2012-09-23 06:00:00,4,0,0,1,18.04,21.97,62,16.9979,16
2012-09-23 07:00:00,4,0,0,1,18.86,22.725,59,15.0013,57
2012-09-23 08:00:00,4,0,0,1,19.68,23.485,55,23.9994,175
2012-09-23 09:00:00,4,0,0,1,20.5,24.24,51,22.0028,276
2012-09-23 10:00:00,4,0,0,1,22.14,25.76,45,16.9979,489
2012-09-23 11:00:00,4,0,0,1,22.96,26.515,46,16.9979,570
2012-09-23 12:00:00,4,0,0,1,22.96,26.515,43,7.0015,776
2012-09-23 13:00:00,4,0,0,1,24.6,31.06,38,11.0014,702
2012-09-23 14:00:00,4,0,0,1,24.6,31.06,38,12.998,666
2012-09-23 15:00:00,4,0,0,1,24.6,31.06,33,15.0013,640
2012-09-23 16:00:00,4,0,0,1,24.6,31.06,33,22.0028,691
2012-09-23 17:00:00,4,0,0,1,22.96,26.515,35,19.9995,723
2012-09-23 18:00:00,4,0,0,1,22.14,25.76,37,12.998,540
2012-09-23 19:00:00,4,0,0,1,21.32,25.0,42,11.0014,413
2012-09-23 20:00:00,4,0,0,1,21.32,25.0,42,11.0014,252
2012-09-23 21:00:00,4,0,0,2,21.32,25.0,48,7.0015,196
2012-09-23 22:00:00,4,0,0,1,21.32,25.0,48,0.0,138
2012-09-23 23:00:00,4,0,0,2,20.5,24.24,59,7.0015,100
2012-09-24 00:00:00,4,0,1,1,18.86,22.725,63,12.998,64
2012-09-24 01:00:00,4,0,1,1,18.86,22.725,67,8.9981,18
2012-09-24 02:00:00,4,0,1,2,18.86,22.725,63,8.9981,8
2012-09-24 03:00:00,4,0,1,1,18.86,22.725,63,11.0014,5
2012-09-24 04:00:00,4,0,1,1,18.04,21.97,67,7.0015,8
2012-09-24 05:00:00,4,0,1,1,18.86,22.725,63,0.0,37
2012-09-24 06:00:00,4,0,1,1,18.86,22.725,59,0.0,168
2012-09-24 07:00:00,4,0,1,1,18.86,22.725,67,8.9981,530
2012-09-24 08:00:00,4,0,1,1,20.5,24.24,55,12.998,750
2012-09-24 09:00:00,4,0,1,1,21.32,25.0,52,12.998,328
2012-09-24 10:00:00,4,0,1,1,22.14,25.76,49,15.0013,198
2012-09-24 11:00:00,4,0,1,1,22.96,26.515,37,12.998,238
2012-09-24 12:00:00,4,0,1,1,22.96,26.515,35,19.9995,342
2012-09-24 13:00:00,4,0,1,1,24.6,31.06,31,19.9995,328
2012-09-24 14:00:00,4,0,1,1,24.6,30.305,28,0.0,303
2012-09-24 15:00:00,4,0,1,1,24.6,31.06,31,0.0,300
2012-09-24 16:00:00,4,0,1,1,23.78,27.275,30,16.9979,516
2012-09-24 17:00:00,4,0,1,1,23.78,27.275,30,0.0,898
2012-09-24 18:00:00,4,0,1,1,22.14,25.76,37,11.0014,853
2012-09-24 19:00:00,4,0,1,1,21.32,25.0,39,8.9981,590
2012-09-24 20:00:00,4,0,1,1,21.32,25.0,52,7.0015,432
2012-09-24 21:00:00,4,0,1,1,20.5,24.24,51,8.9981,256
2012-09-24 22:00:00,4,0,1,1,20.5,24.24,51,15.0013,172
2012-09-24 23:00:00,4,0,1,1,18.86,22.725,63,8.9981,94
2012-09-25 00:00:00,4,0,1,1,18.86,22.725,67,11.0014,64
2012-09-25 01:00:00,4,0,1,1,18.04,21.97,72,8.9981,13
2012-09-25 02:00:00,4,0,1,1,17.22,21.21,77,8.9981,14
2012-09-25 03:00:00,4,0,1,1,17.22,21.21,71,6.0032,5
2012-09-25 04:00:00,4,0,1,1,17.22,21.21,71,8.9981,9
2012-09-25 05:00:00,4,0,1,1,17.22,21.21,77,6.0032,47
2012-09-25 06:00:00,4,0,1,1,18.04,21.97,77,15.0013,194
2012-09-25 07:00:00,4,0,1,1,18.04,21.97,77,12.998,556
2012-09-25 08:00:00,4,0,1,1,19.68,23.485,67,12.998,805
2012-09-25 09:00:00,4,0,1,1,22.14,25.76,56,16.9979,409
2012-09-25 10:00:00,4,0,1,1,22.96,26.515,52,19.9995,170
2012-09-25 11:00:00,4,0,1,1,24.6,31.06,46,19.9995,218
2012-09-25 12:00:00,4,0,1,1,25.42,31.06,43,19.0012,302
2012-09-25 13:00:00,4,0,1,1,26.24,31.06,47,16.9979,305
2012-09-25 14:00:00,4,0,1,1,27.06,31.06,39,22.0028,293
2012-09-25 15:00:00,4,0,1,1,27.06,31.06,36,22.0028,303
2012-09-25 16:00:00,4,0,1,1,27.06,31.06,39,19.9995,495
2012-09-25 17:00:00,4,0,1,1,27.06,31.06,39,19.0012,967
2012-09-25 18:00:00,4,0,1,1,26.24,31.06,41,15.0013,822
2012-09-25 19:00:00,4,0,1,1,25.42,31.06,50,16.9979,539
2012-09-25 20:00:00,4,0,1,1,24.6,31.06,56,19.9995,425
2012-09-25 21:00:00,4,0,1,1,24.6,31.06,56,19.9995,297
2012-09-25 22:00:00,4,0,1,1,24.6,31.06,56,19.0012,188
2012-09-25 23:00:00,4,0,1,1,24.6,31.06,56,22.0028,98
2012-09-26 00:00:00,4,0,1,1,23.78,27.275,64,19.9995,40
2012-09-26 01:00:00,4,0,1,1,23.78,27.275,64,22.0028,29
2012-09-26 02:00:00,4,0,1,2,23.78,27.275,64,19.0012,17
2012-09-26 03:00:00,4,0,1,2,23.78,27.275,64,19.0012,10
2012-09-26 04:00:00,4,0,1,1,22.96,26.515,73,16.9979,14
2012-09-26 05:00:00,4,0,1,1,22.96,26.515,73,15.0013,36
2012-09-26 06:00:00,4,0,1,1,22.14,25.76,73,12.998,182
2012-09-26 07:00:00,4,0,1,1,22.14,25.76,77,8.9981,532
2012-09-26 08:00:00,4,0,1,1,22.96,26.515,73,19.9995,838
2012-09-26 09:00:00,4,0,1,1,24.6,30.305,64,12.998,334
2012-09-26 10:00:00,4,0,1,1,24.6,29.545,73,19.0012,185
2012-09-26 11:00:00,4,0,1,1,26.24,31.06,61,16.9979,227
2012-09-26 12:00:00,4,0,1,1,27.88,31.82,61,15.0013,316
2012-09-26 13:00:00,4,0,1,1,28.7,32.575,58,15.0013,340
2012-09-26 14:00:00,4,0,1,1,30.34,33.335,48,19.0012,277
2012-09-26 15:00:00,4,0,1,1,30.34,33.335,48,19.9995,300
2012-09-26 16:00:00,4,0,1,1,30.34,33.335,45,19.0012,468
2012-09-26 17:00:00,4,0,1,1,30.34,33.335,48,19.9995,953
2012-09-26 18:00:00,4,0,1,1,30.34,33.335,48,15.0013,884
2012-09-26 19:00:00,4,0,1,1,28.7,32.575,54,11.0014,627
2012-09-26 20:00:00,4,0,1,1,27.06,31.06,69,12.998,434
2012-09-26 21:00:00,4,0,1,1,27.06,31.06,65,12.998,360
2012-09-26 22:00:00,4,0,1,3,25.42,30.305,69,12.998,215
2012-09-26 23:00:00,4,0,1,2,24.6,28.79,78,16.9979,115
2012-09-27 00:00:00,4,0,1,1,24.6,28.79,78,6.0032,65
2012-09-27 01:00:00,4,0,1,1,24.6,28.79,78,6.0032,21
2012-09-27 02:00:00,4,0,1,1,24.6,28.79,78,6.0032,16
2012-09-27 03:00:00,4,0,1,1,24.6,28.79,78,0.0,7
2012-09-27 04:00:00,4,0,1,1,22.96,26.515,94,8.9981,8
2012-09-27 05:00:00,4,0,1,1,23.78,27.275,83,0.0,66
2012-09-27 06:00:00,4,0,1,1,22.96,26.515,88,6.0032,169
2012-09-27 07:00:00,4,0,1,1,24.6,28.79,78,0.0,558
2012-09-27 08:00:00,4,0,1,1,25.42,30.305,71,6.0032,794
2012-09-27 09:00:00,4,0,1,1,27.06,31.06,65,0.0,335
2012-09-27 10:00:00,4,0,1,2,28.7,32.575,51,19.0012,208
2012-09-27 11:00:00,4,0,1,2,29.52,33.335,51,11.0014,294
2012-09-27 12:00:00,4,0,1,2,30.34,33.335,48,8.9981,335
2012-09-27 13:00:00,4,0,1,2,30.34,33.335,48,0.0,326
2012-09-27 14:00:00,4,0,1,2,31.16,34.09,45,6.0032,258
2012-09-27 15:00:00,4,0,1,2,31.16,34.09,45,0.0,296
2012-09-27 16:00:00,4,0,1,2,29.52,33.335,58,22.0028,472
2012-09-27 17:00:00,4,0,1,2,27.06,31.06,69,19.9995,905
2012-09-27 18:00:00,4,0,1,2,27.06,31.06,69,15.0013,899
2012-09-27 19:00:00,4,0,1,1,27.06,31.06,65,8.9981,559
2012-09-27 20:00:00,4,0,1,2,26.24,30.305,69,15.0013,457
2012-09-27 21:00:00,4,0,1,3,25.42,28.79,83,19.9995,253
2012-09-27 22:00:00,4,0,1,3,25.42,28.79,83,19.9995,47
2012-09-27 23:00:00,4,0,1,3,25.42,28.79,83,11.0014,45
2012-09-28 00:00:00,4,0,1,3,24.6,27.275,88,11.0014,17
2012-09-28 01:00:00,4,0,1,3,24.6,27.275,88,0.0,13
2012-09-28 02:00:00,4,0,1,3,24.6,27.275,88,19.9995,10
2012-09-28 03:00:00,4,0,1,2,24.6,28.03,83,8.9981,7
2012-09-28 04:00:00,4,0,1,3,22.96,26.515,88,7.0015,12
2012-09-28 05:00:00,4,0,1,1,22.96,26.515,88,0.0,38
2012-09-28 06:00:00,4,0,1,2,22.96,26.515,94,6.0032,138
2012-09-28 07:00:00,4,0,1,2,22.96,26.515,94,0.0,394
2012-09-28 08:00:00,4,0,1,1,24.6,28.03,83,6.0032,705
2012-09-28 09:00:00,4,0,1,2,25.42,28.79,83,7.0015,426
2012-09-28 10:00:00,4,0,1,2,26.24,29.545,78,8.9981,245
2012-09-28 11:00:00,4,0,1,2,27.06,31.06,69,0.0,361
2012-09-28 12:00:00,4,0,1,2,28.7,32.575,54,16.9979,380
2012-09-28 13:00:00,4,0,1,2,28.7,32.575,51,16.9979,410
2012-09-28 14:00:00,4,0,1,2,28.7,32.575,54,16.9979,399
2012-09-28 15:00:00,4,0,1,2,27.88,31.82,54,19.0012,392
2012-09-28 16:00:00,4,0,1,2,27.06,31.06,50,15.0013,502
2012-09-28 17:00:00,4,0,1,2,27.06,31.06,54,19.9995,808
2012-09-28 18:00:00,4,0,1,2,26.24,31.06,50,15.0013,667
2012-09-28 19:00:00,4,0,1,3,25.42,31.06,50,16.9979,508
2012-09-28 20:00:00,4,0,1,3,24.6,31.06,53,11.0014,336
2012-09-28 21:00:00,4,0,1,3,24.6,31.06,53,12.998,237
2012-09-28 22:00:00,4,0,1,2,23.78,27.275,53,15.0013,220
2012-09-28 23:00:00,4,0,1,2,22.96,26.515,56,12.998,190
2012-09-29 00:00:00,4,0,0,1,22.14,25.76,60,15.0013,149
2012-09-29 01:00:00,4,0,0,1,22.14,25.76,60,15.0013,101
2012-09-29 02:00:00,4,0,0,2,22.14,25.76,56,15.0013,92
2012-09-29 03:00:00,4,0,0,2,21.32,25.0,59,12.998,29
2012-09-29 04:00:00,4,0,0,1,21.32,25.0,59,16.9979,14
2012-09-29 05:00:00,4,0,0,1,20.5,24.24,63,12.998,15
2012-09-29 06:00:00,4,0,0,1,20.5,24.24,63,16.9979,37
2012-09-29 07:00:00,4,0,0,1,19.68,23.485,67,19.0012,73
2012-09-29 08:00:00,4,0,0,1,20.5,24.24,68,19.0012,211
2012-09-29 09:00:00,4,0,0,1,20.5,24.24,63,12.998,332
2012-09-29 10:00:00,4,0,0,1,22.14,25.76,56,16.9979,472
2012-09-29 11:00:00,4,0,0,1,22.96,26.515,52,19.0012,663
2012-09-29 12:00:00,4,0,0,1,25.42,31.06,41,19.9995,682
2012-09-29 13:00:00,4,0,0,1,25.42,31.06,41,19.9995,686
2012-09-29 14:00:00,4,0,0,1,24.6,31.06,40,16.9979,750
2012-09-29 15:00:00,4,0,0,1,24.6,31.06,43,16.9979,727
2012-09-29 16:00:00,4,0,0,1,25.42,31.06,41,16.9979,722
2012-09-29 17:00:00,4,0,0,1,24.6,31.06,38,23.9994,712
2012-09-29 18:00:00,4,0,0,1,22.96,26.515,46,12.998,594
2012-09-29 19:00:00,4,0,0,1,21.32,25.0,55,11.0014,470
2012-09-29 20:00:00,4,0,0,1,21.32,25.0,55,12.998,315
2012-09-29 21:00:00,4,0,0,1,21.32,25.0,55,8.9981,292
2012-09-29 22:00:00,4,0,0,1,20.5,24.24,63,7.0015,221
2012-09-29 23:00:00,4,0,0,1,20.5,24.24,59,6.0032,196
2012-09-30 00:00:00,4,0,0,1,20.5,24.24,59,0.0,147
2012-09-30 01:00:00,4,0,0,1,20.5,24.24,59,0.0,116
2012-09-30 02:00:00,4,0,0,1,19.68,23.485,63,0.0,92
2012-09-30 03:00:00,4,0,0,1,18.86,22.725,67,6.0032,58
2012-09-30 04:00:00,4,0,0,1,18.86,22.725,67,6.0032,7
2012-09-30 05:00:00,4,0,0,1,18.04,21.97,72,0.0,10
2012-09-30 06:00:00,4,0,0,1,18.04,21.97,72,6.0032,22
2012-09-30 07:00:00,4,0,0,1,18.04,21.97,77,0.0,57
2012-09-30 08:00:00,4,0,0,1,19.68,23.485,67,7.0015,144
2012-09-30 09:00:00,4,0,0,1,21.32,25.0,63,7.0015,285
2012-09-30 10:00:00,4,0,0,1,23.78,27.275,46,11.0014,479
2012-09-30 11:00:00,4,0,0,1,24.6,31.06,43,15.0013,591
2012-09-30 12:00:00,4,0,0,1,25.42,31.06,41,19.9995,680
2012-09-30 13:00:00,4,0,0,1,25.42,31.06,41,16.9979,594
2012-09-30 14:00:00,4,0,0,1,25.42,31.06,41,16.9979,612
2012-09-30 15:00:00,4,0,0,1,26.24,31.06,36,16.9979,649
2012-09-30 16:00:00,4,0,0,1,26.24,31.06,36,15.0013,648
2012-09-30 17:00:00,4,0,0,1,25.42,31.06,35,19.0012,575
2012-09-30 18:00:00,4,0,0,1,21.32,25.0,59,30.0026,401
2012-09-30 19:00:00,4,0,0,3,20.5,24.24,72,8.9981,257
2012-09-30 20:00:00,4,0,0,3,20.5,24.24,72,8.9981,194
2012-09-30 21:00:00,4,0,0,1,20.5,24.24,68,0.0,123
2012-09-30 22:00:00,4,0,0,1,19.68,23.485,72,0.0,91
2012-09-30 23:00:00,4,0,0,1,19.68,23.485,72,6.0032,57
2012-10-01 00:00:00,4,0,1,1,18.86,22.725,72,7.0015,45
2012-10-01 01:00:00,4,0,1,1,18.04,21.97,77,6.0032,18
2012-10-01 02:00:00,4,0,1,1,18.86,22.725,72,0.0,12
2012-10-01 03:00:00,4,0,1,1,18.04,21.97,77,0.0,7
2012-10-01 04:00:00,4,0,1,1,17.22,21.21,82,7.0015,10
2012-10-01 05:00:00,4,0,1,1,18.04,21.97,77,0.0,36
2012-10-01 06:00:00,4,0,1,1,18.04,21.97,77,7.0015,155
2012-10-01 07:00:00,4,0,1,1,18.04,21.97,77,11.0014,483
2012-10-01 08:00:00,4,0,1,2,18.86,22.725,77,7.0015,784
2012-10-01 09:00:00,4,0,1,2,21.32,25.0,63,0.0,340
2012-10-01 10:00:00,4,0,1,1,22.14,25.76,56,0.0,179
2012-10-01 11:00:00,4,0,1,1,23.78,27.275,46,0.0,272
2012-10-01 12:00:00,4,0,1,2,24.6,31.06,43,11.0014,323
2012-10-01 13:00:00,4,0,1,2,24.6,31.06,43,11.0014,305
2012-10-01 14:00:00,4,0,1,2,24.6,31.06,43,7.0015,244
2012-10-01 15:00:00,4,0,1,2,25.42,31.06,43,8.9981,329
2012-10-01 16:00:00,4,0,1,2,25.42,31.06,46,16.9979,459
2012-10-01 17:00:00,4,0,1,3,22.96,26.515,60,16.9979,856
